state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
VA,114,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False,mid-term,287,515.0,1.7944250871080138
AL,71,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,False,short-term,280,406.6,1.4521428571428572
PA,122,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,mid-term,209,467.5,2.236842105263158
AL,100,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,False,mid-term,315,577.8,1.834285714285714
WV,83,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False,mid-term,312,468.7,1.5022435897435897
NV,64,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,True,short-term,299,529.0,1.7692307692307692
TN,105,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,False,mid-term,313,579.6999999999999,1.8520766773162938
ID,144,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False,mid-term,302,658.4,2.1801324503311257
WY,106,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,True,mid-term,334,739.5,2.214071856287425
TX,19,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False,short-term,329,641.6999999999999,1.9504559270516715
MA,46,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,False,short-term,271,536.2,1.9785977859778598
IL,127,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False,mid-term,345,581.3,1.6849275362318838
LA,9,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False,short-term,340,573.0,1.6852941176470588
CO,157,no,no,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False,mid-term,251,606.2,2.4151394422310757
UT,105,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True,mid-term,268,494.2,1.8440298507462687
MI,105,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,mid-term,318,700.9,2.2040880503144655
NH,155,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,mid-term,261,496.3,1.9015325670498084
ID,31,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False,short-term,326,493.0,1.5122699386503067
WA,161,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,mid-term,272,595.7,2.190073529411765
MN,95,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False,mid-term,262,621.7,2.372900763358779
NY,122,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,mid-term,297,477.0,1.606060606060606
MD,37,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,short-term,278,489.8,1.7618705035971223
GA,132,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True,mid-term,319,483.70000000000005,1.5163009404388716
HI,119,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False,mid-term,231,495.2,2.1437229437229437
AL,16,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False,short-term,276,476.4,1.7260869565217392
CT,99,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,False,mid-term,323,438.6,1.3578947368421053
CO,76,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False,short-term,337,554.4,1.6451038575667656
KS,167,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True,long-term,313,511.2,1.6332268370607028
NJ,129,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False,mid-term,346,467.1,1.35
FL,116,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False,mid-term,338,535.6,1.5846153846153848
CA,60,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,False,short-term,322,593.5,1.843167701863354
KS,128,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,mid-term,340,510.29999999999995,1.5008823529411763
TX,47,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,False,short-term,281,433.7,1.5434163701067616
MN,40,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,False,short-term,252,631.6999999999999,2.5067460317460313
AK,173,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,False,long-term,232,417.1,1.797844827586207
OR,157,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,False,mid-term,329,759.7,2.3091185410334347
MS,66,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,False,short-term,320,449.90000000000003,1.4059375
VT,50,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,False,short-term,281,771.4,2.7451957295373663
UT,72,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,False,short-term,348,499.59999999999997,1.435632183908046
KS,130,no,no,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,False,mid-term,276,593.5999999999999,2.1507246376811593
NV,143,no,no,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,False,mid-term,251,606.8,2.4175298804780874
DE,89,yes,no,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,False,mid-term,306,520.3,1.7003267973856209
IN,108,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False,mid-term,253,563.6,2.2276679841897233
TX,32,no,no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,False,short-term,322,471.20000000000005,1.4633540372670808
MA,166,no,no,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,False,long-term,315,503.1,1.5971428571428572
VT,109,no,no,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,False,mid-term,323,706.7,2.1879256965944274
CA,72,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,False,short-term,296,531.1,1.7942567567567569
IA,134,no,yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,False,mid-term,272,493.0,1.8125
NH,13,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,False,short-term,283,574.1,2.0286219081272088
GA,90,no,no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,False,mid-term,295,574.3,1.946779661016949
WI,111,no,yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,False,mid-term,255,513.8,2.0149019607843135
CO,101,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,False,mid-term,281,548.3,1.9512455516014233
SC,72,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,False,short-term,326,588.3,1.804601226993865
MI,67,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,False,short-term,327,667.6,2.0415902140672784
MD,172,no,no,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,True,long-term,331,618.7,1.8691842900302116
IN,154,no,yes,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2,False,mid-term,290,562.6,1.9400000000000002
ME,69,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,False,short-term,283,652.0999999999999,2.304240282685512
DC,123,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,False,mid-term,298,642.8,2.157046979865772
TN,130,no,yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,False,mid-term,295,565.9,1.9183050847457626
FL,142,no,yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,False,mid-term,329,714.3,2.17112462006079
WA,29,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,False,short-term,289,584.2,2.021453287197232
HI,87,no,yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,False,mid-term,322,542.4,1.684472049689441
NE,149,no,no,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,False,mid-term,276,375.3,1.3597826086956522
TN,146,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,False,mid-term,273,546.1,2.0003663003663004
MD,88,yes,no,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,True,mid-term,253,772.8,3.0545454545454542
NM,119,yes,yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,True,mid-term,312,451.8,1.448076923076923
VT,48,no,no,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,False,short-term,223,560.0,2.5112107623318387
OR,135,no,no,0,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97,1,False,mid-term,341,604.5,1.7727272727272727
IN,100,no,no,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,False,mid-term,337,512.1,1.5195845697329378
MO,98,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,False,mid-term,273,726.5999999999999,2.6615384615384614
FL,75,no,yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,False,short-term,303,465.0,1.5346534653465347
DC,180,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,False,long-term,278,671.6,2.4158273381294966
VT,100,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,False,mid-term,339,654.0,1.9292035398230087
OH,119,no,yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16,2,False,mid-term,319,687.4,2.1548589341692788
MO,86,no,no,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,False,mid-term,234,654.3,2.796153846153846
LA,155,no,yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,False,mid-term,297,652.0999999999999,2.195622895622895
IL,78,yes,no,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,True,short-term,319,654.5,2.0517241379310347
NJ,153,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,False,mid-term,319,571.8,1.792476489028213
IA,92,no,yes,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62,0,False,mid-term,341,520.6,1.5266862170087978
WA,13,no,yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,False,short-term,289,453.79999999999995,1.5702422145328718
NE,154,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,False,mid-term,333,602.5,1.8093093093093093
CT,144,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,False,mid-term,310,650.2,2.09741935483871
WV,48,no,no,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,False,short-term,285,614.4,2.1557894736842105
ND,94,no,no,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,False,mid-term,293,622.9000000000001,2.125938566552901
UT,139,no,no,0,165.0,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,False,mid-term,346,585.0,1.6907514450867052
MS,126,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,False,mid-term,301,620.9,2.0627906976744184
MN,122,no,no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,False,mid-term,316,572.3000000000001,1.811075949367089
NH,139,no,no,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,False,mid-term,318,571.6,1.7974842767295598
LA,95,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,False,mid-term,319,456.2,1.4300940438871472
ME,80,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,False,short-term,250,555.4000000000001,2.2216000000000005
KS,131,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,False,mid-term,317,716.6999999999999,2.2608832807570978
KS,36,no,no,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,False,short-term,305,589.7,1.93344262295082
NV,180,no,no,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,False,long-term,278,534.7,1.923381294964029
MT,25,no,no,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,False,short-term,307,532.5,1.734527687296417
MT,113,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False,mid-term,301,612.7,2.0355481727574753
ID,88,no,yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,False,mid-term,315,602.5999999999999,1.9130158730158728
AK,120,no,no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,False,mid-term,303,467.20000000000005,1.541914191419142
UT,74,no,no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,False,short-term,269,337.5,1.254646840148699
AR,109,no,no,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08,2,False,mid-term,295,529.9,1.796271186440678
LA,162,no,yes,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,False,mid-term,323,495.1,1.5328173374613003
KS,124,no,yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,False,mid-term,275,596.9,2.1705454545454543
OR,177,no,no,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,False,long-term,252,552.9,2.194047619047619
WI,91,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,False,mid-term,297,680.1,2.28989898989899
CO,105,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,True,mid-term,268,675.9,2.522014925373134
KS,24,no,no,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,True,short-term,277,611.2,2.2064981949458486
IL,48,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,False,short-term,229,292.59999999999997,1.2777292576419212
IA,86,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,False,mid-term,322,449.70000000000005,1.3965838509316773
AZ,163,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,False,long-term,219,547.0999999999999,2.4981735159817346
NE,91,no,no,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,False,mid-term,324,496.5,1.5324074074074074
ID,56,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,False,short-term,281,480.40000000000003,1.709608540925267
OH,147,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,False,mid-term,345,780.9,2.263478260869565
TX,64,no,no,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,False,short-term,308,526.9,1.7107142857142856
TN,108,no,yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,True,mid-term,276,593.7,2.1510869565217394
OK,159,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,False,mid-term,318,607.6,1.910691823899371
ND,136,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,False,mid-term,276,630.5,2.2844202898550723
MT,116,no,yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,False,mid-term,344,589.3,1.713081395348837
NC,45,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,False,short-term,285,712.8,2.5010526315789474
MN,122,no,no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,False,mid-term,375,559.6,1.4922666666666666
MN,138,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,False,mid-term,282,616.4000000000001,2.18581560283688
MA,132,no,no,0,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38,1,False,mid-term,268,571.1,2.1309701492537316
PA,101,yes,no,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,False,mid-term,306,603.3,1.9715686274509803
GA,58,no,no,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,False,short-term,333,655.4,1.9681681681681682
NV,81,no,no,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,False,short-term,332,461.1,1.388855421686747
TX,87,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,False,mid-term,313,583.9,1.8654952076677316
ME,116,no,no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,False,mid-term,295,582.0,1.9728813559322034
RI,85,yes,no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,False,mid-term,345,619.0,1.7942028985507246
MN,62,no,yes,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,True,short-term,323,674.0999999999999,2.0869969040247676
NH,90,no,no,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,False,mid-term,283,603.3,2.1318021201413426
TN,98,no,no,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,False,mid-term,278,567.3,2.0406474820143883
UT,73,no,no,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,False,short-term,325,501.7,1.5436923076923077
RI,107,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,False,mid-term,260,687.6,2.644615384615385
NH,55,no,yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,False,short-term,310,558.0999999999999,1.800322580645161
AK,76,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,False,short-term,345,351.99999999999994,1.0202898550724635
NC,30,no,no,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,False,short-term,322,582.8,1.8099378881987576
AZ,157,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,False,mid-term,345,505.1,1.4640579710144928
MA,40,no,yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,True,short-term,254,479.5,1.8877952755905512
TN,72,no,no,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,False,short-term,262,472.20000000000005,1.802290076335878
WY,95,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,False,mid-term,338,669.8000000000001,1.981656804733728
IA,42,no,no,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,False,short-term,300,477.2,1.5906666666666667
IN,86,no,no,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,False,mid-term,290,649.6,2.24
NJ,131,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,False,mid-term,313,616.5,1.9696485623003195
FL,55,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,True,short-term,322,480.5,1.4922360248447204
MT,74,no,no,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,False,short-term,287,638.0,2.2229965156794425
ND,81,yes,yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,False,short-term,321,772.5999999999999,2.406853582554517
MI,81,no,no,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,False,short-term,282,604.0,2.141843971631206
MT,28,no,no,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,True,short-term,282,509.1,1.8053191489361704
AL,111,no,no,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0,False,mid-term,324,527.8,1.6290123456790122
NV,3,no,yes,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,False,short-term,287,592.5,2.0644599303135887
MI,51,no,no,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,True,short-term,361,758.5,2.101108033240997
FL,68,no,yes,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,False,short-term,305,628.5999999999999,2.0609836065573766
NY,163,no,no,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,True,long-term,267,684.5,2.5636704119850187
KS,87,no,no,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,False,mid-term,227,623.7,2.7475770925110132
NC,58,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,True,short-term,281,582.7,2.0736654804270462
MN,109,no,no,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,False,mid-term,365,526.3,1.441917808219178
RI,111,no,no,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,False,mid-term,301,733.1,2.4355481727574753
UT,144,no,no,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2,False,mid-term,264,359.4,1.3613636363636363
OR,135,no,no,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27,5,True,mid-term,294,715.2,2.43265306122449
SC,109,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,False,mid-term,306,615.1,2.0101307189542483
IL,107,no,yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,False,mid-term,297,508.8,1.713131313131313
OH,149,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,False,mid-term,291,487.8,1.6762886597938145
MA,56,no,no,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,False,short-term,344,583.2,1.6953488372093024
OR,129,no,no,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,False,mid-term,284,593.5,2.089788732394366
CA,92,no,no,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,False,mid-term,329,629.9,1.9145896656534953
WV,67,no,yes,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,False,short-term,304,659.6,2.169736842105263
VT,120,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,False,mid-term,284,600.4000000000001,2.114084507042254
ID,166,no,no,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,False,long-term,326,604.6,1.8546012269938652
OR,66,no,no,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,False,short-term,312,534.2,1.7121794871794873
GA,76,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,False,short-term,285,541.1999999999999,1.8989473684210525
ME,79,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,False,short-term,388,678.1,1.747680412371134
HI,98,no,yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,False,mid-term,333,638.5999999999999,1.9177177177177174
AZ,141,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,False,mid-term,310,704.6,2.2729032258064517
UT,49,no,no,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,True,short-term,305,679.1,2.2265573770491804
IA,46,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,False,short-term,278,584.9,2.103956834532374
CT,137,no,no,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3,False,mid-term,274,476.8,1.7401459854014598
WA,171,no,no,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,True,long-term,292,636.5,2.1797945205479454
VA,10,no,no,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,False,short-term,332,602.6999999999999,1.8153614457831324
CO,88,no,no,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,False,mid-term,302,537.0,1.7781456953642385
LA,89,no,no,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,False,mid-term,291,526.2,1.8082474226804126
TX,82,no,no,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,True,mid-term,281,629.4000000000001,2.239857651245552
SD,139,no,no,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,3,False,mid-term,373,535.0,1.4343163538873995
VA,87,no,no,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,False,mid-term,340,547.2,1.6094117647058825
NY,137,yes,no,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,False,mid-term,336,596.0,1.7738095238095237
WA,45,no,no,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1,True,short-term,327,450.09999999999997,1.3764525993883792
